disease_common_name,disease_sci_name,crop_genus,crop_specie
American Gooseberry Mildew,Podosphaera mors-uvae,Ribes,spp.  
Anthracnose of Currant & Gooseberry,Drepanopeziza ribis,Ribes,spp.  
Aphid,Aphidoidea family,Ribes,spp.  
Boron Deficiency,Boron Deficiency,Ribes,spp.  
Botrytis Blight,Botrytis cinerea,Ribes,spp.  
Bright Line Brown Eye,Lacanobia oleracea,Ribes,spp.  
Common Red Spider Mite,Tetranychus urticae,Ribes,spp.  
European Red Mite,Panonychus ulmi,Ribes,spp.  
Iron Deficiency,Iron Deficiency,Ribes,spp.  
Magnesium Deficiency,Magnesium Deficiency,Ribes,spp.  
Manganese Deficiency,Manganese Deficiency,Ribes,spp.  
Nematode,Nematoda,Ribes,spp.  
Nitrogen Deficiency,Nitrogen Deficiency,Ribes,spp.  
Pesticide Burn,Pesticide Burn,Ribes,spp.  
Phosphorus Deficiency,Phosphorus Deficiency,Ribes,spp.  
Redcurrant Blister Aphid,Cryptomyzus ribis,Ribes,spp.  
Slug,Class Gastropoda,Ribes,spp.  
Thrips,Order Thysanoptera,Ribes,spp.  
Verticillium Wilt,Verticillium spp.,Ribes,spp.  
Vole,Cricetidae,Ribes,spp.  
Water Deficiency,Water Deficiency,Ribes,spp.  
White Pine Blister Rust,Cronartium ribicola,Ribes,spp.  
Winter Moth,Operophtera brumata,Ribes,spp.  
Zinc Deficiency,Zinc Deficiency,Ribes,spp.  
Aphid,Aphidoidea family,Rubus,spp.  
Boron Deficiency,Boron Deficiency,Rubus,spp.  
Common Red Spider Mite,Tetranychus urticae,Rubus,spp.  
European Red Mite,Panonychus ulmi,Rubus,spp.  
Iron Deficiency,Iron Deficiency,Rubus,spp.  
Magnesium Deficiency,Magnesium Deficiency,Rubus,spp.  
Manganese Deficiency,Manganese Deficiency,Rubus,spp.  
Nematode,Nematoda,Rubus,spp.  
Nitrogen Deficiency,Nitrogen Deficiency,Rubus,spp.  
Pesticide Burn,Pesticide Burn,Rubus,spp.  
Phosphorus Deficiency,Phosphorus Deficiency,Rubus,spp.  
Powdery Mildew,Erysiphaceae,Rubus,spp.  
Raspberry Spur Blight,Didymella applanata,Rubus,spp.  
Slug,Class Gastropoda,Rubus,spp.  
Strawberry Blossom Weevil,Anthonomus rubi,Rubus,spp.  
Thrips,Order Thysanoptera,Rubus,spp.  
Verticillium Wilt,Verticillium spp.,Rubus,spp.  
Vole,Cricetidae,Rubus,spp.  
Water Deficiency,Water Deficiency,Rubus,spp.  
Zinc Deficiency,Zinc Deficiency,Rubus,spp.  
Abiotic Sunburn,Abiotic Sunburn,Saccharum,officinarum  
Aphid,Aphidoidea family,Saccharum,officinarum  
Bacterial Leaf Blight of Sugarcane,Acidovorax avenae,Saccharum,officinarum  
Banana Fruit-Scarring Beetle,Colaspis hypochlora,Saccharum,officinarum  
Boron Deficiency,Boron Deficiency,Saccharum,officinarum  
Calcium Deficiency,Calcium Deficiency,Saccharum,officinarum  
Cucumber Beetle,Diabrotica spp.,Saccharum,officinarum  
Early Shoot Borer,Chilo infuscatellus,Saccharum,officinarum  
Fall Armyworm,Spodoptera frugiperda,Saccharum,officinarum  
Iron Deficiency,Iron Deficiency,Saccharum,officinarum  
Magnesium Deficiency,Magnesium Deficiency,Saccharum,officinarum  
Manganese Deficiency,Manganese Deficiency,Saccharum,officinarum  
Nitrogen Deficiency,Nitrogen Deficiency,Saccharum,officinarum  
Pesticide Burn,Pesticide Burn,Saccharum,officinarum  
Phosphorus Deficiency,Phosphorus Deficiency,Saccharum,officinarum  
Smut of Sugarcane,Sporisorium scitamineum,Saccharum,officinarum  
Sugarcane Borer,Diatraea saccharalis,Saccharum,officinarum  
Sugarcane Common Rust,Puccinia melanocephala,Saccharum,officinarum  
Sugarcane Mosaic Virus,SCMV,Saccharum,officinarum  
Sugarcane Pineapple Disease,Ceratocystis paradoxa,Saccharum,officinarum  
Sugarcane Ratoon Stunting Disease,Leifsonia xyli,Saccharum,officinarum  
Sugarcane White Grub,Lepidiota stigma,Saccharum,officinarum  
Violet Stem Borer,Sesamia inferens,Saccharum,officinarum  
Water Deficiency,Water Deficiency,Saccharum,officinarum  
Wilt Disease of Sugarcane,Gibberella fujikuroi,Saccharum,officinarum  
Zinc Deficiency,Zinc Deficiency,Saccharum,officinarum  
Aphid,Aphidoidea family,Secale,cereale  
Boron Deficiency in Cereals,Boron Deficiency,Secale,cereale  
Brown Rust of Rye,Puccinia recondita,Secale,cereale  
Calcium Deficiency in Wheat,Calcium Deficiency,Secale,cereale  
Cereal Leaf Beetle,Oulema melanopus,Secale,cereale  
Common Bunt of Wheat,Tilletia caries,Secale,cereale  
Eyespot,Oculimacula yallundae,Secale,cereale  
Fusarium Head Blight,Fusarium graminearum,Secale,cereale  
Leaf and Glume Blotch of Wheat,Parastagonospora nodorum,Secale,cereale  
Magnesium Deficiency,Magnesium Deficiency,Secale,cereale  
Manganese Deficiency,Manganese Deficiency,Secale,cereale  
Pesticide Burn,Pesticide Burn,Secale,cereale  
Potassium Deficiency in Cereals,Potassium Deficiency,Secale,cereale  
Powdery Mildew of Cereals,Blumeria graminis,Secale,cereale  
Rhynchosporium,Rhynchosporium secalis,Secale,cereale  
Septoria Tritici Blotch,Mycosphaerella graminicola,Secale,cereale  
Water Deficiency,Water Deficiency,Secale,cereale  
Wheat Leaf Rust,Puccinia triticina,Secale,cereale  
Yellow Stripe Rust,Puccinia striiformis,Secale,cereale  
Zinc Deficiency,Zinc Deficiency,Secale,cereale  
Zinc Deficiency in Wheat,Zinc Deficiency,Secale,cereale  
African Mole Cricket,Gryllotalpa africana,Solamum,tuberosum  
Aphid,Aphidoidea family,Solamum,tuberosum  
Bacterial Wilt,Ralstonia solanacearum,Solamum,tuberosum  
Black Cutworm,Agrotis ipsilon,Solamum,tuberosum  
Black Scurf,Rhizoctonia solani,Solamum,tuberosum  
Blackleg,Pectobacterium atrosepticum,Solamum,tuberosum  
Boron Deficiency,Boron Deficiency,Solamum,tuberosum  
Botrytis Blight,Botrytis cinerea,Solamum,tuberosum  
Cabbage Moth,Mamestra brassicae,Solamum,tuberosum  
Calcium Deficiency in Potato,Calcium Deficiency,Solamum,tuberosum  
Common Red Spider Mite,Tetranychus urticae,Solamum,tuberosum  
Early Blight of Potato,Alternaria solani,Solamum,tuberosum  
Fall Armyworm,Spodoptera frugiperda,Solamum,tuberosum  
Flea Beetle,Psylliodes,Solamum,tuberosum  
Green Leafhopper,Empoasca decipiens,Solamum,tuberosum  
Iron Deficiency in Potato,Iron Deficiency,Solamum,tuberosum  
Leaf Miner Flies,Agromyzidae spp.,Solamum,tuberosum  
Magnesium Deficiency in Potato,Magnesium Deficiency,Solamum,tuberosum  
Manganese Deficiency,Manganese Deficiency,Solamum,tuberosum  
Mealybug,Pseudococcidae,Solamum,tuberosum  
Nematode,Nematoda,Solamum,tuberosum  
Nitrogen Deficiency in Potato,Nitrogen Deficiency,Solamum,tuberosum  
Pesticide Burn,Pesticide Burn,Solamum,tuberosum  
Phosphorus Deficiency in Potato,Phosphorus Deficiency,Solamum,tuberosum  
Potassium Deficiency in Potato,Potassium Deficiency,Solamum,tuberosum  
Potato Beetle,Leptinotarsa decemlineata,Solamum,tuberosum  
Potato Late Blight,Phytophthora infestans,Solamum,tuberosum  
Potato Leafroll Virus,PLRV,Solamum,tuberosum  
Potato Scab,Streptomyces scabies,Solamum,tuberosum  
Potato Tuber Moth,Phthorimaea operculella,Solamum,tuberosum  
Potato X Virus,PVX,Solamum,tuberosum  
Potato Y Virus,PVY,Solamum,tuberosum  
Powdery Mildew,Erysiphaceae,Solamum,tuberosum  
Powdery Scab,Spongospora subterranea,Solamum,tuberosum  
Root-Knot Nematode,Meloidogyne spp.,Solamum,tuberosum  
Sclerotium Rot,Athelia rolfsii,Solamum,tuberosum  
Silver Scurf,Helminthosporium solani,Solamum,tuberosum  
Silverleaf Whitefly,Bemisia tabaci,Solamum,tuberosum  
Slug,Class Gastropoda,Solamum,tuberosum  
Thrips,Order Thysanoptera,Solamum,tuberosum  
Variegated Grasshopper,Zonocerus variegatus,Solamum,tuberosum  
Verticillium Wilt,Verticillium spp.,Solamum,tuberosum  
Vole,Cricetidae,Solamum,tuberosum  
Water Deficiency,Water Deficiency,Solamum,tuberosum  
Zinc Deficiency,Zinc Deficiency,Solamum,tuberosum  
African Mole Cricket,Gryllotalpa africana,Solanum,melongena  
Aphid,Aphidoidea family,Solanum,melongena  
Blight of Pepper,Phytophthora capsici,Solanum,melongena  
Boron Deficiency,Boron Deficiency,Solanum,melongena  
Botrytis Blight,Botrytis cinerea,Solanum,melongena  
Brinjal Fruit Borer,Leucinodes orbonalis,Solanum,melongena  
Cercospora Leaf Spot of Eggplant,Cercospora melongenae,Solanum,melongena  
Common Red Spider Mite,Tetranychus urticae,Solanum,melongena  
Eggplant Lace Bug,Gargaphia solani,Solanum,melongena  
Eggplant Leaf Roller,Eublemma olivacea,Solanum,melongena  
Flea Beetle,Psylliodes,Solanum,melongena  
Green Leafhopper,Empoasca decipiens,Solanum,melongena  
Iron Deficiency,Iron Deficiency,Solanum,melongena  
Jassids on Eggplant,Hishimonus phycitis,Solanum,melongena  
Leaf Eating Beetle,Epilachna vigintioctopunctata,Solanum,melongena  
Magnesium Deficiency,Magnesium Deficiency,Solanum,melongena  
Manganese Deficiency,Manganese Deficiency,Solanum,melongena  
Mealybug,Pseudococcidae,Solanum,melongena  
Mediterranean Fruit Fly,Ceratitis capitata,Solanum,melongena  
Nematode,Nematoda,Solanum,melongena  
Nitrogen Deficiency,Nitrogen Deficiency,Solanum,melongena  
Pesticide Burn,Pesticide Burn,Solanum,melongena  
Phosphorus Deficiency,Phosphorus Deficiency,Solanum,melongena  
Potassium Deficiency,Potassium Deficiency,Solanum,melongena  
Powdery Mildew,Erysiphaceae,Solanum,melongena  
Sclerotinia Stem Rot,Sclerotinia sclerotiorum,Solanum,melongena  
Sclerotium Rot,Athelia rolfsii,Solanum,melongena  
Silverleaf Whitefly,Bemisia tabaci,Solanum,melongena  
Slug,Class Gastropoda,Solanum,melongena  
Thrips,Order Thysanoptera,Solanum,melongena  
Variegated Grasshopper,Zonocerus variegatus,Solanum,melongena  
Verticillium Wilt,Verticillium spp.,Solanum,melongena  
Vole,Cricetidae,Solanum,melongena  
Water Deficiency,Water Deficiency,Solanum,melongena  
Zinc Deficiency,Zinc Deficiency,Solanum,melongena  
Anthracnose Leaf Blight,Colletotrichum graminicola,Sorghum,bicolor  
Aphid,Aphidoidea family,Sorghum,bicolor  
Boron Deficiency,Boron Deficiency,Sorghum,bicolor  
Charcoal Stalk Rot,Macrophomina phaseolina,Sorghum,bicolor  
Ergot of Sorghum,Claviceps africana,Sorghum,bicolor  
Fall Armyworm,Spodoptera frugiperda,Sorghum,bicolor  
Fusarium Head Blight,Fusarium graminearum,Sorghum,bicolor  
Head Smut,Sphacelotheca reiliana,Sorghum,bicolor  
Holcus Spot,Pseudomonas syringae pv. syringae,Sorghum,bicolor  
Lesser cornstalk borer,Elasmopalpus lignosellus,Sorghum,bicolor  
Magnesium Deficiency,Magnesium Deficiency,Sorghum,bicolor  
Manganese Deficiency,Manganese Deficiency,Sorghum,bicolor  
Nitrogen Deficiency,Nitrogen Deficiency,Sorghum,bicolor  
Penicillium ear rot,Penicillium spp.,Sorghum,bicolor  
Pesticide Burn,Pesticide Burn,Sorghum,bicolor  
Phosphorus Deficiency,Phosphorus Deficiency,Sorghum,bicolor  
Rough Leaf Spot Of Sorghum,Ascochyta sorghi,Sorghum,bicolor  
Sorghum Midge,Stenodiplosis sorghicola,Sorghum,bicolor  
Spotted Stemborer,Chilo partellus,Sorghum,bicolor  
"Stink Bugs on Corn, Millet and Sorghum",Euschistus spp.,Sorghum,bicolor  
Turcicum Leaf Blight,Setosphaeria turcica,Sorghum,bicolor  
Violet Stem Borer,Sesamia inferens,Sorghum,bicolor  
Water Deficiency,Water Deficiency,Sorghum,bicolor  
Zinc Deficiency,Zinc Deficiency,Sorghum,bicolor  
Zonate Leaf Spot,Gloeocercospora sorghi,Sorghum,bicolor  
Aphid,Aphidoidea family,Triticum,aestivum  
Boron Deficiency in Cereals,Boron Deficiency,Triticum,aestivum  
Calcium Deficiency in Wheat,Calcium Deficiency,Triticum,aestivum  
Cereal Leaf Beetle,Oulema melanopus,Triticum,aestivum  
Common Bunt of Wheat,Tilletia caries,Triticum,aestivum  
Ear Cockle Eelworm,Anguina tritici,Triticum,aestivum  
Eyespot,Oculimacula yallundae,Triticum,aestivum  
Fall Armyworm,Spodoptera frugiperda,Triticum,aestivum  
Fusarium Head Blight,Fusarium graminearum,Triticum,aestivum  
Iron Deficiency,Iron Deficiency,Triticum,aestivum  
Karnal Bunt of Wheat,Tilletia indica,Triticum,aestivum  
Leaf and Glume Blotch of Wheat,Parastagonospora nodorum,Triticum,aestivum  
Lesion Nematode,Pratylenchus spp.,Triticum,aestivum  
Lesser cornstalk borer,Elasmopalpus lignosellus,Triticum,aestivum  
Loose Smut,Ustilago tritici,Triticum,aestivum  
Magnesium Deficiency,Magnesium Deficiency,Triticum,aestivum  
Manganese Deficiency,Manganese Deficiency,Triticum,aestivum  
Pesticide Burn,Pesticide Burn,Triticum,aestivum  
Physiological Leaf Spot,PLS,Triticum,aestivum  
Potassium Deficiency in Cereals,Potassium Deficiency,Triticum,aestivum  
Powdery Mildew of Cereals,Blumeria graminis,Triticum,aestivum  
Septoria Tritici Blotch,Mycosphaerella graminicola,Triticum,aestivum  
Snow Mold of Cereals,Monographella nivalis,Triticum,aestivum  
Sulfur Deficiency in Wheat,Sulfur Deficiency,Triticum,aestivum  
Take All,Gaeumannomyces graminis,Triticum,aestivum  
Tan Spot,Pyrenophora tritici-repentis,Triticum,aestivum  
Violet Stem Borer,Sesamia inferens,Triticum,aestivum  
Water Deficiency,Water Deficiency,Triticum,aestivum  
Wheat Blast,Magnaporthe oryzae,Triticum,aestivum  
Wheat Dwarf Virus,WDV,Triticum,aestivum  
Wheat Leaf Rust,Puccinia triticina,Triticum,aestivum  
Wheat Stem Rust,Puccinia graminis,Triticum,aestivum  
Yellow Stripe Rust,Puccinia striiformis,Triticum,aestivum  
Zinc Deficiency in Wheat,Zinc Deficiency,Triticum,aestivum  
Anthracnose of Blackgram,Colletotrichum lindemuthianum,Vigna,radiata  
Aphid,Aphidoidea family,Vigna,radiata  
Bacterial Leaf Blight,Xanthomonas phaseoli,Vigna,radiata  
Boron Deficiency,Boron Deficiency,Vigna,radiata  
Castor Semilooper,Ophiusa melicerta,Vigna,radiata  
Cercospora Leaf Spot of Gram,Cercospora canescens,Vigna,radiata  
Common Red Spider Mite,Tetranychus urticae,Vigna,radiata  
Gram Pod Borer,Helicoverpa armigera,Vigna,radiata  
Green Leafhopper,Empoasca decipiens,Vigna,radiata  
Leaf Miner Flies,Agromyzidae spp.,Vigna,radiata  
Magnesium Deficiency,Magnesium Deficiency,Vigna,radiata  
Manganese Deficiency,Manganese Deficiency,Vigna,radiata  
Mealybug,Pseudococcidae,Vigna,radiata  
Mungbean Yellow Mosaic Virus,MYMV,Vigna,radiata  
Pea Blue Butterfly,Lampides boeticus,Vigna,radiata  
Pea Pod Borer,Etiella zinckenella,Vigna,radiata  
Pesticide Burn,Pesticide Burn,Vigna,radiata  
Phosphorus Deficiency,Phosphorus Deficiency,Vigna,radiata  
Powdery Mildew,Erysiphaceae,Vigna,radiata  
Rust on Blackgram,Uromyces phaseoli,Vigna,radiata  
Silverleaf Whitefly,Bemisia tabaci,Vigna,radiata  
Soybean Looper,Pseudoplusia includens,Vigna,radiata  
Spotted Pod Borer,Maruca testulalis,Vigna,radiata  
Thrips,Order Thysanoptera,Vigna,radiata  
Tobacco Caterpillar,Spodoptera litura,Vigna,radiata  
Urd Bean Leaf Crinkle Virus,ULCV,Vigna,radiata  
Water Deficiency,Water Deficiency,Vigna,radiata  
Zinc Deficiency,Zinc Deficiency,Vigna,radiata  
Abiotic Sunburn,Abiotic Sunburn,Vitis,vinifera  
Angular Leaf Scorch,Pseudopezicula tetraspora,Vitis,vinifera  
Angular Leaf Spot,Mycosphaerella angulata,Vitis,vinifera  
Anthracnose of Grape,Elsinoe ampelina,Vitis,vinifera  
Aphid,Aphidoidea family,Vitis,vinifera  
Boron Deficiency,Boron Deficiency,Vitis,vinifera  
Botryosphaeria Dieback,Botryosphaeriaceae,Vitis,vinifera  
Botrytis Blight,Botrytis cinerea,Vitis,vinifera  
Common Red Spider Mite,Tetranychus urticae,Vitis,vinifera  
Crown Gall,Agrobacterium,Vitis,vinifera  
Crown Rot,Phytophthora cactorum,Vitis,vinifera  
Curculio Weevil,Otiorhynchus cribricollis,Vitis,vinifera  
Dead Arm,Eutypa lata,Vitis,vinifera  
Downy Mildew on Grape,Plasmopara viticola,Vitis,vinifera  
Esca,Togninia minima,Vitis,vinifera  
European Red Mite,Panonychus ulmi,Vitis,vinifera  
Fusarium Wilt,Fusarium oxysporum,Vitis,vinifera  
Grape Berry Moth,Lobesia botrana,Vitis,vinifera  
Grape Blister Mite,Colomerus vitis,Vitis,vinifera  
Grape Bud Moth,Eupoecilia ambiguella,Vitis,vinifera  
Grape Rust Mite,Calepitrimerus vitis,Vitis,vinifera  
Grape Thrips,Drepanothrips reuteri,Vitis,vinifera  
Grape Tortrix Moth,Argyrotaenia ljungiana,Vitis,vinifera  
Grapevine Leafroll Disease,GLD,Vitis,vinifera  
Grapevine Leafroller,Sparganothis pilleriana,Vitis,vinifera  
Iron Deficiency,Iron Deficiency,Vitis,vinifera  
Leafhopper on Grape,Empoasca vitis,Vitis,vinifera  
Magnesium Deficiency,Magnesium Deficiency,Vitis,vinifera  
Manganese Deficiency,Manganese Deficiency,Vitis,vinifera  
Mealybug,Pseudococcidae,Vitis,vinifera  
Mediterranean Fruit Fly,Ceratitis capitata,Vitis,vinifera  
Nematode,Nematoda,Vitis,vinifera  
Nitrogen Deficiency,Nitrogen Deficiency,Vitis,vinifera  
Pesticide Burn,Pesticide Burn,Vitis,vinifera  
Phomopsis Cane and Leaf Spot,Phomopsis viticola,Vitis,vinifera  
Phosphorus Deficiency,Phosphorus Deficiency,Vitis,vinifera  
Potassium Deficiency,Potassium Deficiency,Vitis,vinifera  
Powdery Mildew of Grape,Erysiphe necator,Vitis,vinifera  
Verticillium Wilt,Verticillium spp.,Vitis,vinifera  
Vine Flea Beetle,Altica ampelophaga,Vitis,vinifera  
Vole,Cricetidae,Vitis,vinifera  
Water Deficiency,Water Deficiency,Vitis,vinifera  
Yellow Vine Mite,Eotetranychus carpini,Vitis,vinifera  
Zinc Deficiency,Zinc Deficiency,Vitis,vinifera  
Anthracnose Leaf Blight,Colletotrichum graminicola,Zea,mays  
Aphid,Aphidoidea family,Zea,mays  
Bacterial Stalk Rot of Maize,Erwinia chrysanthemi,Zea,mays  
Bean Leaf Webber,Hedylepta indicata,Zea,mays  
Black Cutworm,Agrotis ipsilon,Zea,mays  
Boron Deficiency in Maize,Boron Deficiency,Zea,mays  
Calcium Deficiency,Calcium Deficiency,Zea,mays  
Charcoal Stalk Rot,Macrophomina phaseolina,Zea,mays  
Common Red Spider Mite,Tetranychus urticae,Zea,mays  
Common Rust of Maize,Puccinia sorghi,Zea,mays  
Corn Earworm,Helicoverpa zea,Zea,mays  
Corn Grey Leaf Spot,Cercospora zeae-maydis,Zea,mays  
Cucumber Beetle,Diabrotica spp.,Zea,mays  
European Corn Borer,Ostrinia nubilalis,Zea,mays  
Eyespot of Corn,Kabatiella zeae,Zea,mays  
Fall Armyworm,Spodoptera frugiperda,Zea,mays  
Flea Beetle,Psylliodes,Zea,mays  
Fusarium Ear Rot,Fusarium verticillioides,Zea,mays  
Goss's Wilt,Clavibacter michiganensis,Zea,mays  
Head Smut,Sphacelotheca reiliana,Zea,mays  
Holcus Spot,Pseudomonas syringae pv. syringae,Zea,mays  
Iron Deficiency,Iron Deficiency,Zea,mays  
Lesion Nematode,Pratylenchus spp.,Zea,mays  
Lesser cornstalk borer,Elasmopalpus lignosellus,Zea,mays  
Magnesium Deficiency,Magnesium Deficiency,Zea,mays  
Maize Leaf Streak Virus,MSV,Zea,mays  
Maize Lethal Necrosis Disease,MLND,Zea,mays  
Maize Smut,Ustilago maydis,Zea,mays  
Manganese Deficiency,Manganese Deficiency,Zea,mays  
Nematode,Nematoda,Zea,mays  
Nitrogen Deficiency,Nitrogen Deficiency,Zea,mays  
Northern Corn Leaf Spot,Cochliobolus carbonum,Zea,mays  
Onion Maggots,Delia platura,Zea,mays  
Oriental Armyworm,Mythimna separata,Zea,mays  
Penicillium ear rot,Penicillium spp.,Zea,mays  
Pesticide Burn,Pesticide Burn,Zea,mays  
Phaeosphaeria Leaf Spot,Phaeosphaeria maydis,Zea,mays  
Phosphorus Deficiency,Phosphorus Deficiency,Zea,mays  
Potassium Deficiency,Potassium Deficiency,Zea,mays  
Root-Knot Nematode,Meloidogyne spp.,Zea,mays  
Sclerotium Rot,Athelia rolfsii,Zea,mays  
Southern Corn Leaf Blight,Cochliobolus heterostrophus,Zea,mays  
Southern Rust of Maize,Puccinia polysora,Zea,mays  
Spotted Stemborer,Chilo partellus,Zea,mays  
"Stink Bugs on Corn, Millet and Sorghum",Euschistus spp.,Zea,mays  
Striga,Striga hermonthica,Zea,mays  
Thrips,Order Thysanoptera,Zea,mays  
Tropical Rust,Physopella zeae,Zea,mays  
Turcicum Leaf Blight,Setosphaeria turcica,Zea,mays  
Verticillium Wilt,Verticillium spp.,Zea,mays  
Violet Stem Borer,Sesamia inferens,Zea,mays  
Vole,Cricetidae,Zea,mays  
Water Deficiency,Water Deficiency,Zea,mays  